Vehicle ID,Country,Make,Model,Year,Mileage,Fuel,Gear Type,Horsepower,Price,Currency,Preowned,Inserted Date,Summary
V1010,UK,Toyota,Corolla,2015,12.7,Petrol,Automatic,116,60705,GBP,No,2023-11-26,"Country: UK, Make: Toyota, Model: Corolla, Year: 2015, Mileage: 12.7 kmpl, Fuel: Petrol, Gear: Automatic, Horsepower: 116, Price: 60705 GBP, Preowned: No"
V1011,India,Honda,Fit,2009,7.6,EV,Automatic,536,62649,INR,No,2024-07-15,"Country: India, Make: Honda, Model: Fit, Year: 2009, Mileage: 7.6 kmpl, Fuel: EV, Gear: Automatic, Horsepower: 536, Price: 62649 INR, Preowned: No"
V1012,France,Honda,Fit,2021,3.8,EV,Manual,270,59940,EUR,Yes,2023-12-22,"Country: France, Make: Honda, Model: Fit, Year: 2021, Mileage: 3.8 kmpl, Fuel: EV, Gear: Manual, Horsepower: 270, Price: 59940 EUR, Preowned: Yes"
V1013,USA,Ford,Focus,2018,7.8,EV,Automatic,533,52907,USD,No,2024-08-23,"Country: USA, Make: Ford, Model: Focus, Year: 2018, Mileage: 7.8 kmpl, Fuel: EV, Gear: Automatic, Horsepower: 533, Price: 52907 USD, Preowned: No"
V1014,India,Nissan,Maxima,2008,16.0,Hybrid,Manual,181,52320,INR,No,2023-12-16,"Country: India, Make: Nissan, Model: Maxima, Year: 2008, Mileage: 16.0 kmpl, Fuel: Hybrid, Gear: Manual, Horsepower: 181, Price: 52320 INR, Preowned: No"
V1015,France,Ford,Fusion,2013,4.5,EV,Manual,445,30741,EUR,Yes,2025-06-03,"Country: France, Make: Ford, Model: Fusion, Year: 2013, Mileage: 4.5 kmpl, Fuel: EV, Gear: Manual, Horsepower: 445, Price: 30741 EUR, Preowned: Yes"
V1016,USA,Honda,Civic,2017,7.4,EV,Automatic,321,76531,USD,Yes,2023-09-11,"Country: USA, Make: Honda, Model: Civic, Year: 2017, Mileage: 7.4 kmpl, Fuel: EV, Gear: Automatic, Horsepower: 321, Price: 76531 USD, Preowned: Yes"
V1017,France,Nissan,Leaf (EV),2005,4.7,EV,Manual,248,72082,EUR,Yes,2023-09-21,"Country: France, Make: Nissan, Model: Leaf (EV), Year: 2005, Mileage: 4.7 kmpl, Fuel: EV, Gear: Manual, Horsepower: 248, Price: 72082 EUR, Preowned: Yes"
V1018,USA,Volkswagen,Golf,2020,13.7,Petrol,Automatic,265,46328,USD,No,2024-01-06,"Country: USA, Make: Volkswagen, Model: Golf, Year: 2020, Mileage: 13.7 kmpl, Fuel: Petrol, Gear: Automatic, Horsepower: 265, Price: 46328 USD, Preowned: No"
V1019,France,Volkswagen,ID.4 (EV),2013,5.8,EV,Manual,514,48966,EUR,No,2025-05-10,"Country: France, Make: Volkswagen, Model: ID.4 (EV), Year: 2013, Mileage: 5.8 kmpl, Fuel: EV, Gear: Manual, Horsepower: 514, Price: 48966 EUR, Preowned: No"
V1020,UK,Toyota,Corolla,2014,22.2,Hybrid,Manual,110,36531,GBP,Yes,2025-02-24,"Country: UK, Make: Toyota, Model: Corolla, Year: 2014, Mileage: 22.2 kmpl, Fuel: Hybrid, Gear: Manual, Horsepower: 110, Price: 36531 GBP, Preowned: Yes"
V1021,France,Volkswagen,ID.4 (EV),2021,6.7,EV,Automatic,597,56016,EUR,Yes,2025-01-16,"Country: France, Make: Volkswagen, Model: ID.4 (EV), Year: 2021, Mileage: 6.7 kmpl, Fuel: EV, Gear: Automatic, Horsepower: 597, Price: 56016 EUR, Preowned: Yes"
V1022,USA,Honda,Accord,2019,6.8,Hybrid,Manual,173,25514,USD,No,2025-02-05,"Country: USA, Make: Honda, Model: Accord, Year: 2019, Mileage: 6.8 kmpl, Fuel: Hybrid, Gear: Manual, Horsepower: 173, Price: 25514 USD, Preowned: No"
V1023,India,Volkswagen,ID.4 (EV),2024,3.7,EV,Manual,227,37171,INR,No,2024-01-15,"Country: India, Make: Volkswagen, Model: ID.4 (EV), Year: 2024, Mileage: 3.7 kmpl, Fuel: EV, Gear: Manual, Horsepower: 227, Price: 37171 INR, Preowned: No"
V1024,UK,Ford,Fusion,2005,7.4,EV,Manual,515,52499,GBP,No,2025-06-28,"Country: UK, Make: Ford, Model: Fusion, Year: 2005, Mileage: 7.4 kmpl, Fuel: EV, Gear: Manual, Horsepower: 515, Price: 52499 GBP, Preowned: No"
V1025,USA,Hyundai,Kona,2009,9.4,Diesel,Manual,328,65013,USD,No,2023-09-05,"Country: USA, Make: Hyundai, Model: Kona, Year: 2009, Mileage: 9.4 kmpl, Fuel: Diesel, Gear: Manual, Horsepower: 328, Price: 65013 USD, Preowned: No"
V1026,UK,Ford,F-150 Lightning (EV),2022,7.5,EV,Automatic,274,59682,GBP,No,2024-11-17,"Country: UK, Make: Ford, Model: F-150 Lightning (EV), Year: 2022, Mileage: 7.5 kmpl, Fuel: EV, Gear: Automatic, Horsepower: 274, Price: 59682 GBP, Preowned: No"
V1027,India,Nissan,Altima,2009,16.5,Hybrid,Manual,332,70267,INR,No,2025-07-26,"Country: India, Make: Nissan, Model: Altima, Year: 2009, Mileage: 16.5 kmpl, Fuel: Hybrid, Gear: Manual, Horsepower: 332, Price: 70267 INR, Preowned: No"
V1028,India,Toyota,RAV4,2005,23.9,Hybrid,Manual,207,56217,INR,Yes,2024-08-20,"Country: India, Make: Toyota, Model: RAV4, Year: 2005, Mileage: 23.9 kmpl, Fuel: Hybrid, Gear: Manual, Horsepower: 207, Price: 56217 INR, Preowned: Yes"
V1029,UK,Hyundai,Kona,2021,13.4,Diesel,Automatic,417,72960,GBP,Yes,2024-06-17,"Country: UK, Make: Hyundai, Model: Kona, Year: 2021, Mileage: 13.4 kmpl, Fuel: Diesel, Gear: Automatic, Horsepower: 417, Price: 72960 GBP, Preowned: Yes"
V1030,UK,Ford,F-150 Lightning (EV),2007,3.1,EV,Manual,368,74489,GBP,Yes,2025-06-08,"Country: UK, Make: Ford, Model: F-150 Lightning (EV), Year: 2007, Mileage: 3.1 kmpl, Fuel: EV, Gear: Manual, Horsepower: 368, Price: 74489 GBP, Preowned: Yes"
V1031,France,Ford,F-150 Lightning (EV),2007,4.4,EV,Automatic,381,75976,EUR,No,2024-01-03,"Country: France, Make: Ford, Model: F-150 Lightning (EV), Year: 2007, Mileage: 4.4 kmpl, Fuel: EV, Gear: Automatic, Horsepower: 381, Price: 75976 EUR, Preowned: No"
V1032,India,Hyundai,Sonata,2017,6.8,Diesel,Automatic,260,64254,INR,No,2024-06-15,"Country: India, Make: Hyundai, Model: Sonata, Year: 2017, Mileage: 6.8 kmpl, Fuel: Diesel, Gear: Automatic, Horsepower: 260, Price: 64254 INR, Preowned: No"
V1033,India,Ford,Focus,2012,4.3,EV,Automatic,425,58364,INR,No,2024-05-18,"Country: India, Make: Ford, Model: Focus, Year: 2012, Mileage: 4.3 kmpl, Fuel: EV, Gear: Automatic, Horsepower: 425, Price: 58364 INR, Preowned: No"
V1034,USA,Ford,Fusion,2009,5.2,EV,Automatic,264,42789,USD,Yes,2024-09-27,"Country: USA, Make: Ford, Model: Fusion, Year: 2009, Mileage: 5.2 kmpl, Fuel: EV, Gear: Automatic, Horsepower: 264, Price: 42789 USD, Preowned: Yes"
V1035,India,Ford,F-150 Lightning (EV),2010,3.2,EV,Manual,419,71487,INR,No,2025-05-12,"Country: India, Make: Ford, Model: F-150 Lightning (EV), Year: 2010, Mileage: 3.2 kmpl, Fuel: EV, Gear: Manual, Horsepower: 419, Price: 71487 INR, Preowned: No"
V1036,UK,Honda,Fit,2007,22.3,Hybrid,Automatic,98,30272,GBP,No,2025-01-26,"Country: UK, Make: Honda, Model: Fit, Year: 2007, Mileage: 22.3 kmpl, Fuel: Hybrid, Gear: Automatic, Horsepower: 98, Price: 30272 GBP, Preowned: No"
V1037,USA,Ford,Focus,2015,19.5,Petrol,Automatic,317,51739,USD,Yes,2025-02-13,"Country: USA, Make: Ford, Model: Focus, Year: 2015, Mileage: 19.5 kmpl, Fuel: Petrol, Gear: Automatic, Horsepower: 317, Price: 51739 USD, Preowned: Yes"
V1038,USA,Hyundai,Kona,2016,6.6,Petrol,Automatic,350,44958,USD,Yes,2024-01-04,"Country: USA, Make: Hyundai, Model: Kona, Year: 2016, Mileage: 6.6 kmpl, Fuel: Petrol, Gear: Automatic, Horsepower: 350, Price: 44958 USD, Preowned: Yes"
V1039,India,Ford,Mustang,2024,15.6,Diesel,Manual,345,60644,INR,Yes,2024-12-26,"Country: India, Make: Ford, Model: Mustang, Year: 2024, Mileage: 15.6 kmpl, Fuel: Diesel, Gear: Manual, Horsepower: 345, Price: 60644 INR, Preowned: Yes"
V1040,USA,Hyundai,Sonata,2011,5.2,EV,Manual,203,73209,USD,No,2024-02-20,"Country: USA, Make: Hyundai, Model: Sonata, Year: 2011, Mileage: 5.2 kmpl, Fuel: EV, Gear: Manual, Horsepower: 203, Price: 73209 USD, Preowned: No"
V1041,India,Volkswagen,Tiguan,2023,6.5,Petrol,Automatic,127,79228,INR,No,2024-01-09,"Country: India, Make: Volkswagen, Model: Tiguan, Year: 2023, Mileage: 6.5 kmpl, Fuel: Petrol, Gear: Automatic, Horsepower: 127, Price: 79228 INR, Preowned: No"
V1042,UK,Volkswagen,Passat,2019,10.0,Diesel,Manual,424,58851,GBP,Yes,2024-04-17,"Country: UK, Make: Volkswagen, Model: Passat, Year: 2019, Mileage: 10.0 kmpl, Fuel: Diesel, Gear: Manual, Horsepower: 424, Price: 58851 GBP, Preowned: Yes"
V1043,USA,Ford,Fusion,2008,24.9,Diesel,Automatic,212,26039,USD,No,2025-02-28,"Country: USA, Make: Ford, Model: Fusion, Year: 2008, Mileage: 24.9 kmpl, Fuel: Diesel, Gear: Automatic, Horsepower: 212, Price: 26039 USD, Preowned: No"
V1044,France,Ford,F-150 Lightning (EV),2024,3.1,EV,Manual,513,29899,EUR,Yes,2025-08-17,"Country: France, Make: Ford, Model: F-150 Lightning (EV), Year: 2024, Mileage: 3.1 kmpl, Fuel: EV, Gear: Manual, Horsepower: 513, Price: 29899 EUR, Preowned: Yes"
V1045,USA,Toyota,Prius,2010,7.8,EV,Automatic,122,47073,USD,Yes,2024-09-21,"Country: USA, Make: Toyota, Model: Prius, Year: 2010, Mileage: 7.8 kmpl, Fuel: EV, Gear: Automatic, Horsepower: 122, Price: 47073 USD, Preowned: Yes"
V1046,USA,Honda,Civic,2019,7.5,Petrol,Manual,91,26650,USD,No,2025-04-25,"Country: USA, Make: Honda, Model: Civic, Year: 2019, Mileage: 7.5 kmpl, Fuel: Petrol, Gear: Manual, Horsepower: 91, Price: 26650 USD, Preowned: No"
V1047,UK,Nissan,Leaf (EV),2009,7.9,EV,Automatic,593,40940,GBP,Yes,2023-09-16,"Country: UK, Make: Nissan, Model: Leaf (EV), Year: 2009, Mileage: 7.9 kmpl, Fuel: EV, Gear: Automatic, Horsepower: 593, Price: 40940 GBP, Preowned: Yes"
V1048,France,Toyota,Prius,2017,5.5,EV,Manual,290,44600,EUR,Yes,2025-05-18,"Country: France, Make: Toyota, Model: Prius, Year: 2017, Mileage: 5.5 kmpl, Fuel: EV, Gear: Manual, Horsepower: 290, Price: 44600 EUR, Preowned: Yes"
V1049,USA,Volkswagen,Passat,2016,8.7,Petrol,Manual,371,72250,USD,Yes,2024-10-08,"Country: USA, Make: Volkswagen, Model: Passat, Year: 2016, Mileage: 8.7 kmpl, Fuel: Petrol, Gear: Manual, Horsepower: 371, Price: 72250 USD, Preowned: Yes"
V1050,USA,Honda,Civic,2008,8.6,Hybrid,Manual,443,70640,USD,Yes,2025-08-06,"Country: USA, Make: Honda, Model: Civic, Year: 2008, Mileage: 8.6 kmpl, Fuel: Hybrid, Gear: Manual, Horsepower: 443, Price: 70640 USD, Preowned: Yes"
V1051,India,Volkswagen,Passat,2010,5.0,EV,Automatic,155,54783,INR,Yes,2025-06-18,"Country: India, Make: Volkswagen, Model: Passat, Year: 2010, Mileage: 5.0 kmpl, Fuel: EV, Gear: Automatic, Horsepower: 155, Price: 54783 INR, Preowned: Yes"
V1052,USA,Toyota,Camry,2022,11.4,Petrol,Manual,101,60278,USD,Yes,2024-12-24,"Country: USA, Make: Toyota, Model: Camry, Year: 2022, Mileage: 11.4 kmpl, Fuel: Petrol, Gear: Manual, Horsepower: 101, Price: 60278 USD, Preowned: Yes"
V1053,India,Nissan,Maxima,2021,21.3,Hybrid,Automatic,251,26460,INR,No,2024-10-19,"Country: India, Make: Nissan, Model: Maxima, Year: 2021, Mileage: 21.3 kmpl, Fuel: Hybrid, Gear: Automatic, Horsepower: 251, Price: 26460 INR, Preowned: No"
V1054,India,Nissan,Rogue,2020,16.9,Hybrid,Automatic,128,50766,INR,No,2025-08-01,"Country: India, Make: Nissan, Model: Rogue, Year: 2020, Mileage: 16.9 kmpl, Fuel: Hybrid, Gear: Automatic, Horsepower: 128, Price: 50766 INR, Preowned: No"
V1055,India,Ford,Focus,2005,17.5,Diesel,Manual,362,25795,INR,Yes,2024-08-28,"Country: India, Make: Ford, Model: Focus, Year: 2005, Mileage: 17.5 kmpl, Fuel: Diesel, Gear: Manual, Horsepower: 362, Price: 25795 INR, Preowned: Yes"
V1056,UK,Hyundai,Ioniq 5 (EV),2016,5.1,EV,Manual,318,45393,GBP,Yes,2024-12-22,"Country: UK, Make: Hyundai, Model: Ioniq 5 (EV), Year: 2016, Mileage: 5.1 kmpl, Fuel: EV, Gear: Manual, Horsepower: 318, Price: 45393 GBP, Preowned: Yes"
V1057,USA,Hyundai,Ioniq 5 (EV),2009,4.6,EV,Automatic,482,52010,USD,Yes,2025-05-19,"Country: USA, Make: Hyundai, Model: Ioniq 5 (EV), Year: 2009, Mileage: 4.6 kmpl, Fuel: EV, Gear: Automatic, Horsepower: 482, Price: 52010 USD, Preowned: Yes"
V1058,India,Volkswagen,Tiguan,2015,14.2,Hybrid,Automatic,340,31635,INR,Yes,2023-09-27,"Country: India, Make: Volkswagen, Model: Tiguan, Year: 2015, Mileage: 14.2 kmpl, Fuel: Hybrid, Gear: Automatic, Horsepower: 340, Price: 31635 INR, Preowned: Yes"
V1059,India,Toyota,Camry,2017,14.3,Diesel,Manual,304,57978,INR,Yes,2024-05-12,"Country: India, Make: Toyota, Model: Camry, Year: 2017, Mileage: 14.3 kmpl, Fuel: Diesel, Gear: Manual, Horsepower: 304, Price: 57978 INR, Preowned: Yes"
V1060,France,Volkswagen,Tiguan,2015,6.4,EV,Manual,149,36681,EUR,Yes,2025-04-21,"Country: France, Make: Volkswagen, Model: Tiguan, Year: 2015, Mileage: 6.4 kmpl, Fuel: EV, Gear: Manual, Horsepower: 149, Price: 36681 EUR, Preowned: Yes"
V1061,India,Hyundai,Sonata,2012,20.0,Hybrid,Manual,85,66775,INR,No,2024-10-19,"Country: India, Make: Hyundai, Model: Sonata, Year: 2012, Mileage: 20.0 kmpl, Fuel: Hybrid, Gear: Manual, Horsepower: 85, Price: 66775 INR, Preowned: No"
V1062,UK,Ford,Focus,2024,18.1,Diesel,Automatic,403,68590,GBP,Yes,2024-02-29,"Country: UK, Make: Ford, Model: Focus, Year: 2024, Mileage: 18.1 kmpl, Fuel: Diesel, Gear: Automatic, Horsepower: 403, Price: 68590 GBP, Preowned: Yes"
V1063,France,Volkswagen,Passat,2015,6.8,EV,Automatic,266,41826,EUR,No,2025-06-25,"Country: France, Make: Volkswagen, Model: Passat, Year: 2015, Mileage: 6.8 kmpl, Fuel: EV, Gear: Automatic, Horsepower: 266, Price: 41826 EUR, Preowned: No"
V1064,France,Nissan,Altima,2024,7.3,Petrol,Manual,164,67812,EUR,Yes,2023-12-14,"Country: France, Make: Nissan, Model: Altima, Year: 2024, Mileage: 7.3 kmpl, Fuel: Petrol, Gear: Manual, Horsepower: 164, Price: 67812 EUR, Preowned: Yes"
V1065,India,Toyota,RAV4,2005,11.1,Diesel,Automatic,180,57860,INR,Yes,2024-01-14,"Country: India, Make: Toyota, Model: RAV4, Year: 2005, Mileage: 11.1 kmpl, Fuel: Diesel, Gear: Automatic, Horsepower: 180, Price: 57860 INR, Preowned: Yes"
V1066,USA,Hyundai,Kona,2019,15.6,Hybrid,Automatic,150,69011,USD,No,2025-07-26,"Country: USA, Make: Hyundai, Model: Kona, Year: 2019, Mileage: 15.6 kmpl, Fuel: Hybrid, Gear: Automatic, Horsepower: 150, Price: 69011 USD, Preowned: No"
V1067,USA,Volkswagen,Passat,2018,23.8,Hybrid,Manual,441,68820,USD,Yes,2024-09-03,"Country: USA, Make: Volkswagen, Model: Passat, Year: 2018, Mileage: 23.8 kmpl, Fuel: Hybrid, Gear: Manual, Horsepower: 441, Price: 68820 USD, Preowned: Yes"
V1068,USA,Volkswagen,Golf,2007,7.7,Petrol,Automatic,340,58798,USD,Yes,2023-10-02,"Country: USA, Make: Volkswagen, Model: Golf, Year: 2007, Mileage: 7.7 kmpl, Fuel: Petrol, Gear: Automatic, Horsepower: 340, Price: 58798 USD, Preowned: Yes"
V1069,France,Hyundai,Elantra,2010,21.3,Hybrid,Manual,246,58760,EUR,Yes,2025-02-11,"Country: France, Make: Hyundai, Model: Elantra, Year: 2010, Mileage: 21.3 kmpl, Fuel: Hybrid, Gear: Manual, Horsepower: 246, Price: 58760 EUR, Preowned: Yes"
V1070,UK,Nissan,Altima,2008,4.5,EV,Automatic,316,46311,GBP,No,2024-08-28,"Country: UK, Make: Nissan, Model: Altima, Year: 2008, Mileage: 4.5 kmpl, Fuel: EV, Gear: Automatic, Horsepower: 316, Price: 46311 GBP, Preowned: No"
V1071,India,Nissan,Rogue,2009,14.2,Hybrid,Automatic,351,50603,INR,Yes,2023-11-25,"Country: India, Make: Nissan, Model: Rogue, Year: 2009, Mileage: 14.2 kmpl, Fuel: Hybrid, Gear: Automatic, Horsepower: 351, Price: 50603 INR, Preowned: Yes"
V1072,France,Nissan,Altima,2020,4.4,EV,Manual,379,69577,EUR,Yes,2024-07-21,"Country: France, Make: Nissan, Model: Altima, Year: 2020, Mileage: 4.4 kmpl, Fuel: EV, Gear: Manual, Horsepower: 379, Price: 69577 EUR, Preowned: Yes"
V1073,UK,Toyota,Prius,2020,18.1,Hybrid,Automatic,119,65282,GBP,No,2024-12-04,"Country: UK, Make: Toyota, Model: Prius, Year: 2020, Mileage: 18.1 kmpl, Fuel: Hybrid, Gear: Automatic, Horsepower: 119, Price: 65282 GBP, Preowned: No"
V1074,France,Volkswagen,Golf,2013,21.9,Diesel,Manual,445,74815,EUR,Yes,2023-10-11,"Country: France, Make: Volkswagen, Model: Golf, Year: 2013, Mileage: 21.9 kmpl, Fuel: Diesel, Gear: Manual, Horsepower: 445, Price: 74815 EUR, Preowned: Yes"
V1075,USA,Toyota,Prius,2005,24.9,Hybrid,Automatic,238,55223,USD,Yes,2024-12-05,"Country: USA, Make: Toyota, Model: Prius, Year: 2005, Mileage: 24.9 kmpl, Fuel: Hybrid, Gear: Automatic, Horsepower: 238, Price: 55223 USD, Preowned: Yes"
V1076,India,Volkswagen,Golf,2016,9.5,Petrol,Manual,96,77124,INR,Yes,2024-05-31,"Country: India, Make: Volkswagen, Model: Golf, Year: 2016, Mileage: 9.5 kmpl, Fuel: Petrol, Gear: Manual, Horsepower: 96, Price: 77124 INR, Preowned: Yes"
V1077,India,Ford,Mustang,2008,10.1,Diesel,Manual,304,71859,INR,Yes,2024-06-25,"Country: India, Make: Ford, Model: Mustang, Year: 2008, Mileage: 10.1 kmpl, Fuel: Diesel, Gear: Manual, Horsepower: 304, Price: 71859 INR, Preowned: Yes"
V1078,France,Nissan,Leaf (EV),2009,4.7,EV,Automatic,569,66566,EUR,No,2024-04-18,"Country: France, Make: Nissan, Model: Leaf (EV), Year: 2009, Mileage: 4.7 kmpl, Fuel: EV, Gear: Automatic, Horsepower: 569, Price: 66566 EUR, Preowned: No"
V1079,USA,Nissan,Altima,2007,13.8,Petrol,Manual,347,43062,USD,No,2024-08-29,"Country: USA, Make: Nissan, Model: Altima, Year: 2007, Mileage: 13.8 kmpl, Fuel: Petrol, Gear: Manual, Horsepower: 347, Price: 43062 USD, Preowned: No"
